user_id,group,churned,negative_feedback
1664,control,0,0
1665,control,0,0
1666,control,1,0
1667,control,0,0
1668,control,0,0
1669,control,1,0
1670,control,1,0
1671,control,0,0
1672,control,0,0
1673,control,0,0
1674,control,0,0
1675,control,0,0
1676,control,0,0
1677,control,0,0
1678,control,1,0
1679,control,0,0
1680,control,0,0
1681,control,0,0
1682,control,1,0
1683,control,1,0
1684,control,0,0
1685,control,0,0
1686,control,0,0
1687,control,0,0
1688,control,0,0
1689,control,0,0
1690,control,0,0
1691,control,0,0
1692,control,0,0
1693,control,0,0
1694,control,0,0
1695,control,0,0
1696,control,0,0
1697,control,0,0
1698,control,0,0
1699,control,0,0
1700,control,0,0
1701,control,0,0
1702,control,0,0
1703,control,0,0
1704,control,0,0
1705,control,0,0
1706,control,0,0
1707,control,0,0
1708,control,0,0
1709,control,0,0
1710,control,0,0
1711,control,0,0
1712,control,0,0
1713,control,0,0
1714,control,1,0
1715,control,0,0
1716,control,1,0
1717,control,0,0
1718,control,0,0
1719,control,0,0
1720,control,0,0
1721,control,1,1
1722,control,1,0
1723,control,0,0
1724,control,0,0
1725,control,1,0
1726,control,1,0
1727,control,1,0
1728,control,0,0
1729,control,0,0
1730,control,0,0
1731,control,0,0
1732,control,0,0
1733,control,0,0
1734,control,1,0
1735,control,0,0
1736,control,0,0
1737,control,0,0
1738,control,1,0
1739,control,0,0
1740,control,0,0
1741,control,0,0
1742,control,0,0
1743,control,0,0
1744,control,1,0
1745,control,0,0
1746,control,0,0
1747,control,0,0
1748,control,1,0
1749,control,0,0
1750,control,0,0
1751,control,0,0
1752,control,1,0
1753,control,0,0
1754,control,0,0
1755,control,0,0
1756,control,0,0
1757,control,0,0
1758,control,0,0
1759,control,0,0
1760,control,0,0
1761,control,0,0
1762,control,0,0
1763,control,0,0
1764,control,0,0
1765,control,0,0
1766,control,0,0
1767,control,0,0
1768,control,0,0
1769,control,0,0
1770,control,1,0
1771,control,0,0
1772,control,0,0
1773,control,0,0
1774,control,0,0
1775,control,0,0
1776,control,0,0
1777,control,1,0
1778,control,0,0
1779,control,1,0
1780,control,0,0
1781,control,0,0
1782,control,0,0
1783,control,0,0
1784,control,0,0
1785,control,0,0
1786,control,0,0
1787,control,0,0
1788,control,0,0
1789,control,0,0
1790,control,0,0
1791,control,0,0
1792,control,0,0
1793,control,0,0
1794,control,0,0
1795,control,0,0
1796,control,0,0
1797,control,0,0
1798,control,0,0
1799,control,1,0
1800,control,0,0
1801,control,0,0
1802,control,0,0
1803,control,1,0
1804,control,0,0
1805,control,0,0
1806,control,0,0
1807,control,0,0
1808,control,0,0
1809,control,0,0
1810,control,0,0
1811,control,0,0
1812,control,0,0
1813,control,0,0
1814,control,0,0
1815,control,1,0
1816,control,0,0
1817,control,0,0
1818,control,1,0
1819,control,0,0
1820,control,0,0
1821,control,0,0
1822,control,0,0
1823,control,0,0
1824,control,0,0
1825,control,0,0
1826,control,0,0
1827,control,0,0
1828,control,0,0
1829,control,0,0
1830,control,0,0
1831,control,0,0
1832,control,1,0
1833,control,0,0
1834,control,0,0
1835,control,0,0
1836,control,1,1
1837,control,1,0
1838,control,0,0
1839,control,1,0
1840,control,0,0
1841,control,0,0
1842,control,0,0
1843,control,0,0
1844,control,0,0
1845,control,0,0
1846,control,0,0
1847,control,0,0
1848,control,0,0
1849,control,0,0
1850,control,0,0
1851,control,0,0
1852,control,1,0
1853,control,0,0
1854,control,0,0
1855,control,0,0
1856,control,0,0
1857,control,0,0
1858,control,0,0
1859,control,0,0
1860,control,0,0
1861,control,0,0
1862,control,0,0
1863,control,0,0
1864,control,0,0
1865,control,0,0
1866,control,0,0
1867,control,1,0
1868,control,0,0
1869,control,0,0
1870,control,0,0
1871,control,0,0
1872,control,0,0
1873,control,1,0
1874,control,1,0
1875,control,0,0
1876,control,0,0
1877,control,0,0
1878,control,0,0
1879,control,0,0
1880,control,1,0
1881,control,1,0
1882,control,0,0
1883,control,0,0
1884,control,0,0
1885,control,0,0
1886,control,0,0
1887,control,0,0
1888,control,0,0
1889,control,0,0
1890,control,1,0
1891,control,0,0
1892,control,0,0
1893,control,0,0
1894,control,0,0
1895,control,1,0
1896,control,1,0
1897,control,0,0
1898,control,0,0
1899,control,0,0
1900,control,0,0
1901,control,0,0
1902,control,0,0
1903,control,0,0
1904,control,0,0
1905,control,0,0
1906,control,0,0
1907,control,0,0
1908,control,0,0
1909,control,0,0
1910,control,0,0
1911,control,0,0
1912,control,0,0
1913,control,0,0
1914,control,1,0
1915,control,0,0
1916,control,0,0
1917,control,1,0
1918,control,1,0
1919,control,1,0
1920,control,1,0
1921,control,0,0
1922,control,0,0
1923,control,1,0
1924,control,0,0
1925,control,0,0
1926,control,0,0
1927,control,0,0
1928,control,0,0
1929,control,0,0
1930,control,0,0
1931,control,1,0
1932,control,1,0
1933,control,0,0
1934,control,0,0
1935,control,0,0
1936,control,0,0
1937,control,1,0
1938,control,0,0
1939,control,0,0
1940,control,0,0
1941,control,0,1
1942,control,0,0
1943,control,0,0
1944,control,0,0
1945,control,0,0
1946,control,0,0
1947,control,0,0
1948,control,0,0
1949,control,0,0
1950,control,1,0
1951,control,0,0
1952,control,0,0
1953,control,0,0
1954,control,0,0
1955,control,0,0
1956,control,0,0
1957,control,0,0
1958,control,0,0
1959,control,0,0
1960,control,0,0
1961,control,0,0
1962,control,0,0
1963,control,0,1
1964,control,0,0
1965,control,0,0
1966,control,0,0
1967,control,0,0
1968,control,0,0
1969,control,0,0
1970,control,0,0
1971,control,0,0
1972,control,0,0
1973,control,0,0
1974,control,0,1
1975,control,0,0
1976,control,0,0
1977,control,1,0
1978,control,0,0
1979,control,1,0
1980,control,0,0
1981,control,0,0
1982,control,0,0
1983,control,0,0
1984,control,0,0
1985,control,0,0
1986,control,0,0
1987,control,0,0
1988,control,0,0
1989,control,0,0
1990,control,0,0
1991,control,0,0
1992,control,0,0
1993,control,0,0
1994,control,0,0
1995,control,0,0
1996,control,0,0
1997,control,0,0
1998,control,1,0
1999,control,0,0
2000,control,0,0
2001,control,0,0
2002,control,0,0
2003,control,0,0
2004,control,0,0
2005,control,0,0
2006,control,0,0
2007,control,0,0
2008,control,0,0
2009,control,1,0
2010,control,0,0
2011,control,0,0
2012,control,1,0
2013,control,0,0
2014,control,0,0
2015,control,0,0
2016,control,0,0
2017,control,0,0
2018,control,0,0
2019,control,0,0
2020,control,0,0
2021,control,0,0
2022,control,0,0
2023,control,0,0
2024,control,0,0
2025,control,0,0
2026,control,0,0
2027,control,0,0
2028,control,0,0
2029,control,0,0
2030,control,0,0
2031,control,0,0
2032,control,0,0
2033,control,0,0
2034,control,0,0
2035,control,0,0
2036,control,0,0
2037,control,1,0
2038,control,0,1
2039,control,0,0
2040,control,0,0
2041,control,0,0
2042,control,0,0
2043,control,0,0
2044,control,0,0
2045,control,0,0
2046,control,0,0
2047,control,0,0
2048,control,0,0
2049,control,1,0
2050,control,0,0
2051,control,0,0
2052,control,0,0
2053,control,0,0
2054,control,0,0
2055,control,0,0
2056,control,1,0
2057,control,0,0
2058,control,0,0
2059,control,0,0
2060,control,0,0
2061,control,0,0
2062,control,0,1
2063,control,0,0
2064,control,0,0
2065,control,0,0
2066,control,1,0
2067,control,1,0
2068,control,0,0
2069,control,0,0
2070,control,0,0
2071,control,1,0
2072,control,0,0
2073,control,1,0
2074,control,0,0
2075,control,0,0
2076,control,0,0
2077,control,0,0
2078,control,0,0
2079,control,0,0
2080,control,0,0
2081,control,0,1
2082,control,0,0
2083,control,1,0
2084,control,0,0
2085,control,0,0
2086,control,1,0
2087,control,0,0
2088,control,0,0
2089,control,0,0
2090,control,0,0
2091,control,0,0
2092,control,0,0
2093,control,0,0
2094,control,1,0
2095,control,0,0
2096,control,1,0
2097,control,0,0
2098,control,0,0
2099,control,1,0
2100,control,0,0
2101,control,0,0
2102,control,0,0
2103,control,0,0
2104,control,0,0
2105,control,1,0
2106,control,0,0
2107,control,1,0
2108,control,0,1
2109,control,0,0
2110,control,0,0
2111,control,0,0
2112,control,0,0
2113,control,0,0
2114,control,0,0
2115,control,0,0
2116,control,0,0
2117,control,0,0
2118,control,1,0
2119,control,0,0
2120,control,0,0
2121,control,1,0
2122,control,0,0
2123,control,0,0
2124,control,0,0
2125,control,0,0
2126,control,0,0
2127,control,0,0
2128,control,0,0
2129,control,0,0
2130,control,0,0
2131,control,0,0
2132,control,0,0
2133,control,1,0
2134,control,0,0
2135,control,0,0
2136,control,0,0
2137,control,1,0
2138,control,0,0
2139,control,0,0
2140,control,0,0
2141,control,0,0
2142,control,0,0
2143,control,0,0
2144,control,1,0
2145,control,0,0
2146,control,0,0
2147,control,0,0
2148,control,0,0
2149,control,0,0
2150,control,0,0
2151,control,1,0
2152,control,0,0
2153,control,0,0
2154,control,0,0
2155,control,0,0
2156,control,0,0
2157,control,0,0
2158,control,0,0
2159,control,1,0
2160,control,0,0
2161,control,0,0
2162,control,0,0
2163,control,0,0
2164,control,1,0
2165,control,0,0
2166,control,0,0
2167,control,0,0
2168,control,0,0
2169,control,0,0
2170,control,0,0
2171,control,0,0
2172,control,0,0
2173,control,0,0
2174,control,0,0
2175,control,0,0
2176,control,0,0
2177,control,0,0
2178,control,1,0
2179,control,1,0
2180,control,0,0
2181,control,0,0
2182,control,0,0
2183,control,0,0
2184,control,0,0
2185,control,0,0
2186,control,0,0
2187,control,1,0
2188,control,0,0
2189,control,1,0
2190,control,0,0
2191,control,0,0
2192,control,0,0
2193,control,0,0
2194,control,0,0
2195,control,0,0
2196,control,0,0
2197,control,0,1
2198,control,0,0
2199,control,0,0
2200,control,0,0
2201,control,0,0
2202,control,0,0
2203,control,0,0
2204,control,0,0
2205,control,0,0
2206,control,1,0
2207,control,0,0
2208,control,0,1
2209,control,0,0
2210,control,0,0
2211,control,0,1
2212,control,0,0
2213,control,0,1
2214,control,0,0
2215,control,0,0
2216,control,0,0
2217,control,0,0
2218,control,0,0
2219,control,0,0
2220,control,0,0
2221,control,0,0
2222,control,0,0
2223,control,0,0
2224,control,0,0
2225,control,1,0
2226,control,0,0
2227,control,0,0
2228,control,0,0
2229,control,0,0
2230,control,0,0
2231,control,1,0
2232,control,0,0
2233,control,0,0
2234,control,0,0
2235,control,1,0
2236,control,0,0
2237,control,0,0
2238,control,0,0
2239,control,1,0
2240,control,0,0
2241,control,0,0
2242,control,0,0
2243,control,0,0
2244,control,0,0
2245,control,0,0
2246,control,0,0
2247,control,1,0
2248,control,0,0
2249,control,0,0
2250,control,0,0
2251,control,0,0
2252,control,0,0
2253,control,0,0
2254,control,0,0
2255,control,0,0
2256,control,0,0
2257,control,0,0
2258,control,0,0
2259,control,0,0
2260,control,1,0
2261,control,0,0
2262,control,0,0
2263,control,0,0
2264,control,1,0
2265,control,0,0
2266,control,0,0
2267,control,0,0
2268,control,0,0
2269,control,1,0
2270,control,0,0
2271,control,0,0
2272,control,1,0
2273,control,0,0
2274,control,0,0
2275,control,0,0
2276,control,1,0
2277,control,0,0
2278,control,0,0
2279,control,1,0
2280,control,1,0
2281,control,0,0
2282,control,0,0
2283,control,0,0
2284,control,0,0
2285,control,0,0
2286,control,0,0
2287,control,0,0
2288,control,1,0
2289,control,0,0
2290,control,0,0
2291,control,0,0
2292,control,0,0
2293,control,0,0
2294,control,0,0
2295,control,0,0
2296,control,0,0
2297,control,0,0
2298,control,1,0
2299,control,0,0
2300,control,0,0
2301,control,0,0
2302,control,0,0
2303,control,0,1
2304,control,0,0
2305,control,0,0
2306,control,0,0
2307,control,0,0
2308,control,0,0
2309,control,0,0
2310,control,0,0
2311,control,0,0
2312,control,0,0
2313,control,0,0
2314,control,0,0
2315,control,1,0
2316,control,0,0
2317,control,0,0
2318,control,0,0
2319,control,0,0
2320,control,0,0
2321,control,0,0
2322,control,0,0
2323,control,0,0
2324,control,0,0
2325,control,0,0
2326,control,0,0
2327,control,0,0
2328,control,0,0
2329,control,0,0
2330,control,0,0
2331,control,0,0
2332,control,0,0
2333,control,0,0
2334,control,0,0
2335,control,0,0
2336,control,0,0
2337,control,1,0
2338,control,1,0
2339,control,1,0
2340,control,1,0
2341,control,0,1
2342,control,0,0
2343,control,0,0
2344,control,0,0
2345,control,0,0
2346,control,0,0
2347,control,0,0
2348,control,0,0
2349,control,0,0
2350,control,0,0
2351,control,0,1
2352,control,0,0
2353,control,0,0
2354,control,0,0
2355,control,0,0
2356,control,0,0
2357,control,0,0
2358,control,0,0
2359,control,1,0
2360,control,0,0
2361,control,0,0
2362,control,0,0
2363,control,0,0
2364,control,0,0
2365,control,0,0
2366,control,0,0
2367,control,1,0
2368,control,0,0
2369,control,0,0
2370,control,0,0
2371,control,0,0
2372,control,0,0
2373,control,0,0
2374,control,0,0
2375,control,0,0
2376,control,0,0
2377,control,0,0
2378,control,1,0
2379,control,0,0
2380,control,0,0
2381,control,0,0
2382,control,0,0
2383,control,1,0
2384,control,0,0
2385,control,0,0
2386,control,0,0
2387,control,0,0
2388,control,0,0
2389,control,0,0
2390,control,0,0
2391,control,0,0
2392,control,0,0
2393,control,0,0
2394,control,0,0
2395,control,0,0
2396,control,0,0
2397,control,0,0
2398,control,0,0
2399,control,0,0
2400,control,0,0
2401,control,0,0
2402,control,0,0
2403,control,1,0
2404,control,0,0
2405,control,0,0
2406,control,0,0
2407,control,0,0
2408,control,0,0
2409,control,0,0
2410,control,0,0
2411,control,0,0
2412,control,0,0
2413,control,0,0
2414,control,0,0
2415,control,0,0
2416,control,0,0
2417,control,0,0
2418,control,0,0
2419,control,0,0
2420,control,0,0
2421,control,0,0
2422,control,0,0
2423,control,0,0
2424,control,1,0
2425,control,0,0
2426,control,0,0
2427,control,0,0
2428,control,0,0
2429,control,0,0
2430,control,1,0
2431,control,0,0
2432,control,0,0
2433,control,0,0
2434,control,0,0
2435,control,0,0
2436,control,0,0
2437,control,0,0
2438,control,1,0
2439,control,0,0
2440,control,0,0
2441,control,0,0
2442,control,0,0
2443,control,0,0
2444,control,0,0
2445,control,0,0
2446,control,0,0
2447,control,0,0
2448,control,0,0
2449,control,1,0
2450,control,0,0
2451,control,0,0
2452,control,0,0
2453,control,0,0
2454,control,0,0
2455,control,0,0
2456,control,0,0
2457,control,0,0
2458,control,0,0
2459,control,0,0
2460,control,0,0
2461,control,0,0
2462,control,0,0
2463,control,0,0
2464,control,0,0
2465,control,0,0
2466,control,0,0
2467,control,1,0
2468,control,0,0
2469,control,0,0
2470,control,0,0
2471,control,0,0
2472,control,0,0
2473,control,0,0
2474,control,0,0
2475,control,0,0
2476,control,0,0
2477,control,0,0
2478,control,0,0
2479,control,0,0
2480,control,1,0
2481,control,0,0
2482,control,0,0
2483,control,0,0
2484,control,1,0
2485,control,1,0
2486,control,0,0
2487,control,0,0
2488,control,0,0
2489,control,0,0
2490,control,1,0
2491,control,0,0
2492,control,0,0
2493,control,1,0
2494,control,1,0
2495,control,1,0
2496,control,1,0
2497,control,0,1
2498,control,0,0
2499,control,0,0
2500,control,0,0
2501,control,0,0
2502,control,0,0
2503,control,0,0
2504,control,1,0
2505,control,0,0
2506,control,1,0
2507,control,1,0
2508,control,0,0
2509,control,0,0
2510,control,0,0
2511,control,1,0
2512,control,0,0
2513,control,0,1
2514,control,1,0
2515,control,0,0
2516,control,0,0
2517,control,0,0
2518,control,0,0
2519,control,0,0
2520,control,0,0
2521,control,0,0
2522,control,0,0
2523,control,0,0
2524,control,0,0
2525,control,0,0
2526,control,0,0
2527,control,0,0
2528,control,0,0
2529,control,0,1
2530,control,0,0
2531,control,0,0
2532,control,0,0
2533,control,0,0
2534,control,0,0
2535,control,0,0
2536,control,0,0
2537,control,0,0
2538,control,0,0
2539,control,0,0
2540,control,0,0
2541,control,0,0
2542,control,0,0
2543,control,1,0
2544,control,0,0
2545,control,0,0
2546,control,0,0
2547,control,0,0
2548,control,0,0
2549,control,1,0
2550,control,0,0
2551,control,0,0
2552,control,0,0
2553,control,0,0
2554,control,0,1
2555,control,1,0
2556,control,0,0
2557,control,0,0
2558,control,0,0
2559,control,0,0
2560,control,0,0
2561,control,0,0
2562,control,0,0
2563,control,1,0
2564,control,0,0
2565,control,0,0
2566,control,1,0
2567,control,0,0
2568,control,0,0
2569,control,0,0
2570,control,0,0
2571,control,1,0
2572,control,0,0
2573,control,0,0
2574,control,0,0
2575,control,1,0
2576,control,0,0
2577,control,0,0
2578,control,0,0
2579,control,0,0
2580,control,0,0
2581,control,0,0
2582,control,0,0
2583,control,0,0
2584,control,0,0
2585,control,0,0
2586,control,0,0
2587,control,0,0
2588,control,0,0
2589,control,0,0
2590,control,1,1
2591,control,0,0
2592,control,0,0
2593,control,1,0
2594,control,0,0
2595,control,0,0
2596,control,0,0
2597,control,0,0
2598,control,0,0
2599,control,0,0
2600,control,0,0
2601,control,0,0
2602,control,0,0
2603,control,0,0
2604,control,0,0
2605,control,0,0
2606,control,1,0
2607,control,0,0
2608,control,0,0
2609,control,0,0
2610,control,0,0
2611,control,0,0
2612,control,0,0
2613,control,0,0
2614,control,0,0
2615,control,0,0
2616,control,0,0
2617,control,0,0
2618,control,0,0
2619,control,0,0
2620,control,0,0
2621,control,1,0
2622,control,0,0
2623,control,1,0
2624,control,0,0
2625,control,1,0
2626,control,0,0
2627,control,0,0
2628,control,0,0
2629,control,0,0
2630,control,0,0
2631,control,0,0
2632,control,0,0
2633,control,0,0
2634,control,0,0
2635,control,0,0
2636,control,1,0
2637,control,0,1
2638,control,0,0
2639,control,1,0
2640,control,0,0
2641,control,0,0
2642,control,0,0
2643,control,1,0
2644,control,0,0
2645,control,0,0
2646,control,0,0
2647,control,0,0
2648,control,0,0
2649,control,0,0
2650,control,0,0
2651,control,0,0
2652,control,0,1
2653,control,0,0
2654,control,0,0
2655,control,1,0
2656,control,0,0
2657,control,0,0
2658,control,0,0
2659,control,0,0
2660,control,0,0
2661,control,0,0
2662,control,0,0
2663,control,0,0
2664,control,0,0
2665,control,0,0
2666,control,0,0
2667,control,0,0
2668,control,1,0
2669,control,0,1
2670,control,0,0
2671,control,0,0
2672,control,0,0
2673,control,0,0
2674,control,0,0
2675,control,0,0
2676,control,0,0
2677,control,0,0
2678,control,0,0
2679,control,0,0
2680,control,0,0
2681,control,0,0
2682,control,1,0
2683,control,0,0
2684,control,0,0
2685,control,0,1
2686,control,0,0
2687,control,0,0
2688,control,0,0
2689,control,1,0
2690,control,0,0
2691,control,0,0
2692,control,0,0
2693,control,0,0
2694,control,0,0
2695,control,0,0
2696,control,0,0
2697,control,0,0
2698,control,0,0
2699,control,0,0
2700,control,1,0
2701,control,0,0
2702,control,0,0
2703,control,0,0
2704,control,0,0
2705,control,0,0
2706,control,0,0
2707,control,0,0
2708,control,0,0
2709,control,0,0
2710,control,0,0
2711,control,0,0
2712,control,1,0
2713,control,0,0
2714,control,0,0
2715,control,0,0
2716,control,0,0
2717,control,0,0
2718,control,0,0
2719,control,0,0
2720,control,0,0
2721,control,0,0
2722,control,0,0
2723,control,0,0
2724,control,0,0
2725,control,0,0
2726,control,0,0
2727,control,0,0
2728,control,0,0
2729,control,0,0
2730,control,0,0
2731,control,0,0
2732,control,0,0
2733,control,0,0
2734,control,0,1
2735,control,0,0
2736,control,0,0
2737,control,0,0
2738,control,1,0
2739,control,0,0
2740,control,0,0
2741,control,1,0
2742,control,0,0
2743,control,0,0
2744,control,0,0
2745,control,0,0
2746,control,0,0
2747,control,0,0
2748,control,0,0
2749,control,0,0
2750,control,0,0
2751,control,0,0
2752,control,0,0
2753,control,1,0
2754,control,0,0
2755,control,0,0
2756,control,0,0
2757,control,0,0
2758,control,0,0
2759,control,0,0
2760,control,0,0
2761,control,0,1
2762,control,0,0
2763,control,0,0
2764,control,1,0
2765,control,0,0
2766,control,0,0
2767,control,0,0
2768,control,0,0
2769,control,0,0
2770,control,0,0
2771,control,0,0
2772,control,0,0
2773,control,0,0
2774,control,0,0
2775,control,0,0
2776,control,0,0
2777,control,0,0
2778,control,1,0
2779,control,0,0
2780,control,0,0
2781,control,0,0
2782,control,0,0
2783,control,0,0
2784,control,0,0
2785,control,0,0
2786,control,0,0
2787,control,0,0
2788,control,0,0
2789,control,1,0
2790,control,0,0
2791,control,0,0
2792,control,1,0
2793,control,0,0
2794,control,0,0
2795,control,0,0
2796,control,0,0
2797,control,0,0
2798,control,0,0
2799,control,0,0
2800,control,0,0
2801,control,0,0
2802,control,0,0
2803,control,0,0
2804,control,0,1
2805,control,0,0
2806,control,0,0
2807,control,0,0
2808,control,0,0
2809,control,0,0
2810,control,0,0
2811,control,0,0
2812,control,1,0
2813,control,1,0
2814,control,0,0
2815,control,0,0
2816,control,0,0
2817,control,0,0
2818,control,0,0
2819,control,0,0
2820,control,0,0
2821,control,0,0
2822,control,0,0
2823,control,0,0
2824,control,0,0
2825,control,0,0
2826,control,0,0
2827,control,0,0
2828,control,0,0
2829,control,0,0
2830,control,0,0
2831,control,0,0
2832,control,0,0
2833,control,0,0
2834,control,0,0
2835,control,0,0
2836,control,0,0
2837,control,0,0
2838,control,0,0
2839,control,0,0
2840,control,1,0
2841,control,0,0
2842,control,0,0
2843,control,0,0
2844,control,0,0
2845,control,0,0
2846,control,0,0
2847,control,0,0
2848,control,1,0
2849,control,0,0
2850,control,0,0
2851,control,0,0
2852,control,0,1
2853,control,0,0
2854,control,0,0
2855,control,0,0
2856,control,0,0
2857,control,0,0
2858,control,0,0
2859,control,1,0
2860,control,0,0
2861,control,0,0
2862,control,0,0
2863,control,0,0
2864,control,1,0
2865,control,0,0
2866,control,0,0
2867,control,0,0
2868,control,0,0
2869,control,1,0
2870,control,0,0
2871,control,0,0
2872,control,0,0
2873,control,0,0
2874,control,0,0
2875,control,0,0
2876,control,0,0
2877,control,0,0
2878,control,1,0
2879,control,0,0
2880,control,1,0
2881,control,1,0
2882,control,0,0
2883,control,0,0
2884,control,0,0
2885,control,0,0
2886,control,0,0
2887,control,0,0
2888,control,0,0
2889,control,0,0
2890,control,0,0
2891,control,0,0
2892,control,0,0
2893,control,1,0
2894,control,0,0
2895,control,0,0
2896,control,0,0
2897,control,0,0
2898,control,0,0
2899,control,0,0
2900,control,0,0
2901,control,0,0
2902,control,0,0
2903,control,0,0
2904,control,0,0
2905,control,0,0
2906,control,0,0
2907,control,0,0
2908,control,0,0
2909,control,0,0
2910,control,0,0
2911,control,0,1
2912,control,0,0
2913,control,0,0
2914,control,0,0
2915,control,0,0
2916,control,0,1
2917,control,0,0
2918,control,0,0
2919,control,0,1
2920,control,0,0
2921,control,0,0
2922,control,0,0
2923,control,0,0
2924,control,0,0
2925,control,1,0
2926,control,1,0
2927,control,0,0
2928,control,0,0
2929,control,0,0
2930,control,0,0
2931,control,1,0
2932,control,0,0
2933,control,0,0
2934,control,1,0
2935,control,0,0
2936,control,0,0
2937,control,0,0
2938,control,0,0
2939,control,0,1
2940,control,0,0
2941,control,0,0
2942,control,1,0
2943,control,0,0
2944,control,0,1
2945,control,0,0
2946,control,0,0
2947,control,1,0
2948,control,0,0
2949,control,1,0
2950,control,0,0
2951,control,0,0
2952,control,0,0
2953,control,0,0
2954,control,0,0
2955,control,0,0
2956,control,0,0
2957,control,0,0
2958,control,0,0
2959,control,0,0
2960,control,0,0
2961,control,0,0
2962,control,0,0
2963,control,1,0
2964,control,0,0
2965,control,0,0
2966,control,1,0
2967,control,0,0
2968,control,0,0
2969,control,0,0
2970,control,0,0
2971,control,0,0
2972,control,0,0
2973,control,0,0
2974,control,1,0
2975,control,1,0
2976,control,0,0
2977,control,1,0
2978,control,0,0
2979,control,0,0
2980,control,0,0
2981,control,0,0
2982,control,0,0
2983,control,0,0
2984,control,0,0
2985,control,0,0
2986,control,0,0
2987,control,0,0
2988,control,0,0
2989,control,0,0
2990,control,1,0
2991,control,0,0
2992,control,0,0
2993,control,0,0
2994,control,0,0
2995,control,0,0
2996,control,0,0
2997,control,0,0
2998,control,0,0
2999,control,0,0
3000,control,0,0
3001,pilot,0,0
3002,pilot,0,0
3003,pilot,0,0
3004,pilot,0,0
3005,pilot,0,0
3006,pilot,0,0
3007,pilot,1,0
3008,pilot,1,0
3009,pilot,1,0
3010,pilot,0,0
3011,pilot,1,0
3012,pilot,0,0
3013,pilot,0,0
3014,pilot,0,0
3015,pilot,0,0
3016,pilot,0,0
3017,pilot,0,0
3018,pilot,0,0
3019,pilot,0,0
3020,pilot,0,0
3021,pilot,0,0
3022,pilot,0,0
3023,pilot,0,0
3024,pilot,0,0
3025,pilot,0,0
3026,pilot,0,0
3027,pilot,0,0
3028,pilot,0,0
3029,pilot,0,0
3030,pilot,0,0
3031,pilot,0,0
3032,pilot,0,0
3033,pilot,0,0
3034,pilot,1,0
3035,pilot,0,0
3036,pilot,0,0
3037,pilot,0,0
3038,pilot,0,0
3039,pilot,1,0
3040,pilot,0,0
3041,pilot,0,0
3042,pilot,0,0
3043,pilot,0,1
3044,pilot,0,0
3045,pilot,0,0
3046,pilot,0,0
3047,pilot,0,0
3048,pilot,0,0
3049,pilot,0,0
3050,pilot,0,0
3051,pilot,0,0
3052,pilot,0,0
3053,pilot,0,0
3054,pilot,0,0
3055,pilot,0,0
3056,pilot,1,0
3057,pilot,0,0
3058,pilot,0,0
3059,pilot,0,0
3060,pilot,0,0
3061,pilot,1,0
3062,pilot,0,0
3063,pilot,0,0
3064,pilot,0,1
3065,pilot,0,0
3066,pilot,0,0
3067,pilot,0,0
3068,pilot,0,1
3069,pilot,0,0
3070,pilot,0,0
3071,pilot,0,0
3072,pilot,0,0
3073,pilot,0,0
3074,pilot,0,0
3075,pilot,0,0
3076,pilot,0,0
3077,pilot,0,0
3078,pilot,1,0
3079,pilot,0,0
3080,pilot,0,0
3081,pilot,0,0
3082,pilot,1,0
3083,pilot,0,0
3084,pilot,0,0
3085,pilot,0,0
3086,pilot,0,0
3087,pilot,0,1
3088,pilot,0,0
3089,pilot,0,0
3090,pilot,0,0
3091,pilot,0,0
3092,pilot,0,0
3093,pilot,0,0
3094,pilot,1,0
3095,pilot,0,0
3096,pilot,0,0
3097,pilot,0,1
3098,pilot,0,0
3099,pilot,0,0
3100,pilot,0,0
3101,pilot,0,0
3102,pilot,0,0
3103,pilot,0,0
3104,pilot,0,0
3105,pilot,0,0
3106,pilot,1,0
3107,pilot,0,0
3108,pilot,1,1
3109,pilot,0,0
3110,pilot,0,0
3111,pilot,0,0
3112,pilot,0,0
3113,pilot,1,0
3114,pilot,0,0
3115,pilot,0,1
3116,pilot,0,0
3117,pilot,0,0
3118,pilot,0,0
3119,pilot,1,0
3120,pilot,0,0
3121,pilot,0,0
3122,pilot,0,0
3123,pilot,0,0
3124,pilot,0,0
3125,pilot,0,0
3126,pilot,0,0
3127,pilot,0,0
3128,pilot,0,0
3129,pilot,0,0
3130,pilot,0,0
3131,pilot,0,0
3132,pilot,0,0
3133,pilot,0,0
3134,pilot,0,0
3135,pilot,0,0
3136,pilot,0,0
3137,pilot,0,0
3138,pilot,0,0
3139,pilot,0,0
3140,pilot,1,0
3141,pilot,0,0
3142,pilot,0,0
3143,pilot,0,0
3144,pilot,0,0
3145,pilot,0,0
3146,pilot,0,0
3147,pilot,1,0
3148,pilot,0,0
3149,pilot,1,0
3150,pilot,0,0
3151,pilot,0,0
3152,pilot,0,0
3153,pilot,0,0
3154,pilot,0,0
3155,pilot,0,0
3156,pilot,0,0
3157,pilot,0,0
3158,pilot,0,0
3159,pilot,0,0
3160,pilot,0,0
3161,pilot,0,0
3162,pilot,0,0
3163,pilot,0,1
3164,pilot,0,0
3165,pilot,0,0
3166,pilot,0,0
3167,pilot,0,0
3168,pilot,0,0
3169,pilot,0,0
3170,pilot,0,0
3171,pilot,0,0
3172,pilot,0,0
3173,pilot,0,0
3174,pilot,0,0
3175,pilot,0,0
3176,pilot,0,0
3177,pilot,0,0
