PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
463,1,1,male,21.747688676002518,5,1,17.072249570647614,S
464,1,3,female,25.199499487163326,2,1,18.70549144241774,C
465,0,2,male,47.46711134774011,3,5,9.073281804980077,S
466,0,3,male,31.367436866034843,5,3,11.200433502036958,S
467,0,3,female,51.151274423904475,1,6,3.8465285438738923,S
468,0,2,male,16.0027174841968,5,3,56.35678390673376,S
469,1,1,female,1.8159382965036386,3,5,10.244408268185074,S
470,1,2,male,21.72494958867555,2,4,9.563823863807654,S
471,1,3,male,30.589519311077275,1,6,12.768265366994406,S
472,0,3,male,66.80100141513205,2,2,3.786086630692111,S
473,1,3,female,52.024397744835824,1,3,29.153727777754053,S
474,1,3,male,35.481134275721274,3,5,6.5442473053010595,Q
475,0,1,female,22.47519569998206,3,0,2.324017320496375,S
476,0,3,male,50.65581523566697,4,0,0.013711582939847082,S
477,1,3,female,20.071465036570046,0,1,35.95350109017128,Q
478,1,1,female,0.0,0,4,21.683773825530764,S
479,1,2,male,12.126892582905349,5,6,24.730579751388674,S
480,1,3,male,0.6723887132227304,3,0,16.146639884207957,S
481,1,2,female,15.602418256064439,3,0,1.6830275468545006,S
482,0,3,male,42.3824093309333,3,5,7.243978978477548,S
483,0,2,male,16.936590640462832,4,4,8.167268504542326,S
484,0,1,male,36.70501579478105,0,0,110.35962808835555,S
485,1,3,female,23.03429211450345,1,1,33.01393957497148,C
486,1,1,female,30.95225237182694,4,5,1.572740727522232,S
487,1,1,female,42.600560806185314,2,1,6.788981395182994,S
488,0,3,female,32.85695891307834,0,6,11.615499971953033,S
489,1,1,female,36.44958682911359,3,0,44.11936709975726,Q
490,1,1,female,17.19088608224965,4,3,23.163368706591818,S
491,1,3,female,58.34970315486315,4,3,0.44043303389930966,Q
492,1,3,female,68.73146667422765,2,6,113.66950698190885,C
493,0,3,male,25.640832336705063,5,4,20.93033752208369,S
494,0,3,female,17.40920721908092,4,2,9.934522452864051,S
495,1,2,male,44.14846387889154,5,2,29.2272257495842,Q
496,1,3,male,30.900457601924792,5,6,18.21306189308214,C
497,1,3,female,35.77160534092261,3,2,68.67534307675008,C
498,0,3,male,43.265681280519395,4,2,1.704793405615204,S
499,1,1,male,8.964067228688997,4,2,5.672197594774224,S
500,0,2,male,43.7573023261913,0,1,99.107386783328,S
501,0,3,female,45.20693859471294,3,6,5.036256168926083,S
502,1,3,male,43.83286853239298,1,1,2.483703506395049,S
503,1,2,female,25.351269749949758,0,1,4.085315406000801,S
504,0,2,male,24.440412464840463,3,3,8.966634859721152,C
505,1,2,male,53.01119763430438,4,5,90.29920611773233,S
506,1,1,female,31.2166044130221,2,3,12.005179624667326,C
507,1,2,male,8.647426129902101,3,6,1.1152031581087414,Q
508,1,2,male,7.905899549435269,3,6,40.36954343131203,S
509,1,3,female,39.52432972386731,3,6,43.43452706495007,S
510,1,2,female,61.46645441667521,3,4,11.050060178856047,C
511,1,3,female,41.97058444566894,5,3,30.697288624506804,S
512,0,1,female,25.62791716194978,2,5,21.78782961305834,S
513,0,3,female,28.317675748095553,5,2,21.843750199861002,C
514,0,3,female,30.351619355766367,5,4,11.93149432487386,C
515,1,3,female,10.82820450214361,0,2,7.824372969002132,S
516,1,2,female,18.421751504192347,3,4,16.6795535864097,C
517,0,2,male,25.929066581766747,2,3,42.77843369582374,Q
518,1,1,male,49.40957703672687,0,3,25.056586191501506,S
519,1,3,male,9.074494528294693,1,6,23.145778842588246,S
520,0,3,male,25.819787096962706,4,2,29.018381130545364,Q
521,1,1,female,6.907300608670603,4,1,10.648474846886867,S
522,0,3,male,44.12037722300525,0,5,92.04670147618792,S
523,0,3,male,50.888003901212045,1,5,9.934293218468577,S
524,1,3,female,40.052327388900764,2,1,118.9278522780801,C
525,1,3,male,34.698052966489485,2,0,11.973209808838511,Q
526,0,3,male,25.166059986149342,0,4,22.05231890226425,S
527,1,1,male,8.408283534681871,2,4,73.48366282861443,C
528,1,3,female,18.727895146475834,0,4,44.96390256602065,C
529,1,3,female,7.44617330543803,1,1,20.71794936109759,S
530,0,2,male,59.8624908343579,3,3,131.10871934280362,S
531,0,1,male,17.30717322922467,2,5,1.036140668282246,S
532,1,3,female,14.26807073626818,2,2,44.54403158971263,S
533,0,1,male,52.22194286496614,4,5,80.95030640192722,S
534,1,2,female,29.01987103123178,3,2,70.19789246801189,S
535,0,1,female,29.31142688216744,1,3,24.85152180151621,S
536,1,2,female,39.14622940443485,3,3,123.70122496163553,C
537,1,3,male,24.049269970544678,0,2,10.178349450192771,Q
538,1,1,female,18.775227174809526,1,6,47.11575324716999,S
539,1,3,female,30.963352404738412,4,1,4.943257748167179,S
540,1,3,female,28.054180952570725,1,2,9.54728451836151,S
541,1,3,male,25.008492051654834,2,6,1.0266508866424724,S
542,1,3,male,30.732447021695577,0,4,42.80359908027308,S
543,0,3,female,25.93676680112859,4,4,25.620036965134556,S
544,0,3,female,0.599938329644484,3,3,4.829951223347606,S
545,1,2,male,62.58268502302721,4,1,33.84711177171974,S
546,0,2,female,19.282892354351404,4,5,1.6894223310262027,S
547,1,1,female,32.643927812586334,4,2,7.001894976399029,C
548,1,1,female,29.84115286894599,0,5,24.72722301748867,S
549,1,3,male,48.980760109992374,1,6,17.78185928604276,S
550,1,2,female,13.37157358873674,0,5,69.09239930313517,S
551,1,2,male,16.06999445582924,1,0,10.285077116536044,S
552,0,1,female,36.01845064977207,1,0,18.07558081926601,S
553,0,2,female,53.188940980952125,1,1,2.3850224575189105,C
554,1,3,male,47.92491604920593,0,1,9.087868711477618,Q
555,1,3,male,23.159791904887843,3,2,7.684605058128471,S
556,0,2,male,17.099413226216477,5,5,94.02423871405738,C
557,0,3,male,35.635532152694886,1,6,25.999530596952493,C
558,0,1,male,17.9058056025465,2,0,39.16377811047307,S
559,1,3,male,43.30825294840405,1,5,16.715263322931367,C
560,1,2,female,25.93691133761852,0,1,88.3350589649674,C
561,0,1,female,51.27935505449419,3,4,18.3283100680489,S
562,1,2,male,26.808140265260555,5,0,0.9871713821965165,Q
563,0,3,male,34.83919696495667,4,5,39.74167882851989,S
564,0,3,male,40.72144494728047,0,3,11.957176205768894,S
565,1,3,female,45.80546303771627,0,0,13.05309767673123,S
566,0,3,female,15.591588950585574,3,1,9.258662142618807,S
567,1,3,male,0.0,4,3,20.99016204197828,C
568,0,2,male,39.20698069143302,3,2,17.787516790011498,S
569,1,1,male,12.907679447133901,4,1,69.42679350740308,S
570,1,3,female,35.619285558595315,1,3,1.4727417732850288,S
571,1,3,female,34.88149813132608,2,0,63.3831527201412,S
572,0,1,male,37.0891194716337,5,5,42.40937972317434,S
573,1,3,male,20.987667933693423,0,5,13.3762335295524,C
574,1,3,female,22.833794958278002,4,5,17.771061863429654,C
575,1,1,female,39.17908319142787,5,6,7.517363500289978,C
576,1,2,female,12.483439294990418,5,3,165.30811162795692,Q
577,1,3,male,18.411229843232782,4,1,43.641276178072516,Q
578,1,2,male,18.805839435589892,3,4,24.512698304982102,S
579,1,2,female,31.81374768715765,0,4,37.68313056846417,S
580,1,3,female,30.48553313572228,5,1,5.226204309326846,Q
581,1,1,female,53.80434494819939,0,6,43.72447888992353,C
582,1,2,female,17.414479050724573,2,4,159.78733341035417,S
583,0,1,male,15.493946558622643,3,0,12.996792298939912,S
584,0,2,female,22.106225635197333,1,2,227.80471595025742,S
585,1,1,male,36.08275707823837,2,3,79.57192183476401,S
586,1,3,female,11.139052033431614,1,0,26.788280099149723,S
587,1,3,female,13.778805245933526,2,1,50.08826520833333,S
588,1,2,female,21.75881847333641,5,3,32.022404879340606,Q
589,1,2,female,53.38709736813629,4,0,29.091846898613124,S
590,1,3,female,23.390458216543518,2,4,27.6722125589195,S
591,1,1,male,35.86318686053541,0,6,53.835960677964735,Q
592,1,1,female,23.962783282194163,5,6,57.79386979498932,S
593,1,3,female,3.1920703154181282,2,1,27.911777733858752,S
594,1,2,male,1.1026841784330514,0,2,15.457891287144642,C
595,1,3,female,34.921283814088326,2,2,10.74674696995047,S
596,0,3,male,22.96158490635117,0,4,21.14662260134234,S
597,1,1,female,20.150741473959428,3,3,28.774890690736896,S
598,0,3,male,25.839338305778796,0,3,5.434774357472338,S
599,1,3,female,27.678170736480716,4,1,50.043149183380564,S
600,1,2,female,27.89087885150228,4,4,10.779361392601443,S
601,0,2,female,23.862473195481456,4,5,12.245675291390839,C
602,1,3,female,49.83910932922694,0,6,5.929630963432717,S
603,0,3,male,42.02028429399081,3,6,21.81767998140312,S
604,0,1,male,57.82281002034682,1,1,73.94044194169678,S
605,1,2,female,41.38155561783343,0,2,140.49562050554624,S
606,1,3,male,38.25249442680565,4,2,45.587747739060035,S
607,1,3,male,28.664968905110534,0,4,99.62924207546966,S
608,1,3,female,55.50531360887838,2,3,36.05718732541525,S
609,0,2,female,29.44146166186179,2,6,13.837279517776727,S
610,0,3,male,54.52990719196552,1,0,42.47583287809664,S
611,1,2,female,30.116009046914606,2,6,18.22775324002475,S
612,1,1,male,62.57068242810138,1,0,40.598276361611575,C
613,1,3,female,18.840871865851405,5,4,70.11276743587214,S
614,0,2,male,6.675029264077374,4,1,30.960420682996347,S
615,1,3,female,26.052207952107015,0,6,50.973371932894764,S
616,0,3,male,50.64962372415654,5,0,37.80148408383276,C
617,1,3,female,18.225168610468202,2,3,6.7791265376975876,Q
618,1,3,male,39.33517833092642,5,5,0.5318407301428298,S
619,1,3,male,44.83792804828942,3,0,19.19121565466407,S
620,0,3,male,18.03130118520919,2,2,28.622607312139262,Q
621,1,3,male,41.06862007546411,0,5,48.166151245460036,C
622,1,2,female,37.85817152102294,4,3,44.73245715121173,Q
623,1,3,male,17.95174297770046,2,2,1.2070456400515794,S
624,0,3,male,16.796233314137936,3,2,10.773696073964153,S
625,0,2,male,52.863207816080546,2,3,6.8624755508843664,S
626,0,3,male,40.75999030223548,4,2,52.97805690698069,S
627,1,1,female,15.853257565181812,4,6,13.716652380263188,S
628,0,1,male,10.920175817046282,2,3,45.36084111651245,S
629,0,3,male,52.98114358653241,3,5,74.64758067527586,S
630,1,3,female,19.259769332180305,4,0,39.001939156415936,S
631,0,3,male,25.126742571273123,3,4,45.20661947153786,S
632,0,3,male,43.88273428363327,0,1,19.296368095050525,S
633,1,3,male,9.84160439843411,2,3,49.28753247275252,S
634,1,2,male,21.958481613920494,0,2,4.298450623788194,C
635,1,3,female,23.594710907609016,0,1,31.113430580197868,S
636,0,1,male,42.55257537526904,2,2,5.9882762086605785,Q
637,0,3,female,36.408827449129525,3,0,5.162223581823214,S
638,1,3,female,19.88951081137982,2,6,14.080944194448522,S
639,1,1,male,34.58617430897334,2,0,4.759911258859465,S
640,0,3,male,17.074841593843807,5,2,25.465075983903077,S
641,1,3,female,34.319329057672135,0,6,0.27163765255395145,S
642,0,2,male,6.559435968972583,5,3,30.990338799477122,S
643,1,1,male,16.13485869807831,0,6,54.33959095720587,C
644,1,3,male,17.807343242177794,2,5,38.24286491709757,S
645,1,3,male,42.141747163634975,5,2,50.89481576860564,S
646,1,2,female,46.16665123488229,2,2,12.76487775670253,S
647,1,3,male,12.46330007172877,5,0,120.90504191322317,S
648,1,2,male,43.54120529974857,1,4,84.96528714295911,S
649,0,3,male,24.285863273486726,1,5,160.03704586496698,S
650,1,1,male,63.77678506182391,2,4,43.583480537204586,S
651,1,2,female,43.799912796650176,4,0,33.15217343306451,Q
652,0,3,male,6.84487346742138,4,6,18.00254325533957,S
653,1,3,male,63.49324663383396,3,2,16.54538879598864,S
654,0,3,male,10.505564561112948,2,1,102.51464712346299,S
655,1,1,female,25.135343843639905,3,1,7.726310503853212,S
656,1,1,male,11.320020350925233,4,3,10.114612111049187,S
657,1,1,male,69.12721697937225,4,3,69.12782136690099,S
658,0,3,male,48.42666658831939,2,5,14.819797510195645,S
659,1,2,female,17.14007581251226,5,0,4.217016292509383,S
660,1,2,male,33.34333730029631,5,6,5.650481922742298,S
661,1,1,male,34.16869991968693,1,4,58.96887367526031,S
662,0,1,male,17.092094464781,2,6,3.806531297331868,S
663,1,1,male,54.015465075093445,1,4,8.656447159097423,C
664,0,3,female,6.884037012678952,2,0,6.451172607520628,S
665,1,1,male,6.581700730091562,3,1,39.198443789136235,S
666,1,1,male,39.623828661801696,2,5,28.625041432757055,Q
667,1,3,female,28.313752349205437,1,4,34.90681611971716,S
668,0,2,male,33.16169454414985,1,1,2.580152371127822,S
669,0,2,male,17.53620585962976,4,6,5.556252379418234,S
670,1,3,female,26.587057278605027,0,3,29.397374502099037,Q
671,0,3,male,7.575643493885934,0,1,62.488235564961705,S
672,1,3,male,29.616068796959766,3,1,46.96594469991089,S
673,1,3,female,36.97252622994114,0,4,38.766022279873354,S
674,1,1,female,45.50544113232516,4,4,11.64216841066198,S
675,1,1,female,24.75895256802476,2,0,19.188940890615108,S
676,1,3,female,50.066079677829165,1,2,76.17272910948597,S
677,1,2,male,41.691991154964896,2,3,1.5139692333190202,S
678,1,1,male,37.6220084345172,5,4,24.610572973593698,Q
679,0,1,male,48.9972021857296,5,5,3.858770901725073,S
680,1,3,female,23.751317020851197,2,1,12.06049276371995,S
681,0,3,female,16.94344875261214,3,1,14.492413961287216,S
682,0,3,male,19.34843976761193,5,0,4.72577660279687,S
683,1,2,female,27.745937581703355,5,2,4.844975966289312,S
684,0,1,male,30.591503115693925,1,1,3.9720411598081347,S
685,1,1,male,21.024989351738284,1,5,3.969106642714827,S
686,1,2,female,27.297562284452574,1,3,36.39854591860881,S
687,0,3,male,18.587547373022282,1,0,32.16568266704996,C
688,0,2,male,44.52375509149209,1,1,72.71341271859866,S
689,1,3,male,28.56415216196583,2,5,72.7176292809561,S
690,0,3,male,15.634262697902429,4,1,0.7808554815837327,S
691,1,3,male,17.068578811579172,0,0,49.452191205216536,S
692,0,3,male,43.258012756620644,2,6,13.77993917556017,S
693,1,2,female,24.191009135448446,5,2,23.114361268786567,S
694,1,1,male,30.11979572235239,1,6,13.883273083700553,S
695,1,3,female,29.589989830201624,4,3,0.8917964343522525,Q
696,1,1,male,43.049898479193644,5,2,77.76601355171478,C
697,1,3,male,17.05748518336121,3,6,6.310924840621245,S
698,1,1,female,15.09167667680194,2,3,123.23909420449398,S
699,1,3,female,15.319805553670086,5,5,63.42552914668862,S
700,0,3,female,20.050232778937882,0,6,50.516927736471914,S
701,0,3,male,12.618738062304477,2,6,33.830123904419374,C
702,1,1,male,40.26383976625862,4,4,28.90183326035155,C
703,1,1,male,25.806005308237417,1,5,22.390376685248395,S
704,1,1,female,40.48366183219565,0,5,35.72830790349319,S
705,0,3,female,17.82445116623558,3,5,139.00785741409047,C
706,1,3,female,52.121659683439844,2,0,22.295291006862726,S
707,1,3,male,41.67744399730166,5,5,87.12056178753177,C
708,1,3,female,29.724388106134178,2,1,4.851101881075675,Q
709,1,1,female,25.567360737039667,5,0,28.029271831865938,S
710,0,3,female,58.817900441023966,5,6,11.822314460291322,S
711,0,1,female,26.099546816660038,2,0,8.408200848256884,C
712,0,3,male,45.95779952960295,5,4,26.101378233795693,S
713,0,3,female,36.748189506383056,2,0,23.4902841502736,S
714,1,3,male,15.210300852252635,0,5,26.34439122838309,S
715,0,3,male,17.754978102229614,0,2,12.61363250146152,S
716,1,3,male,36.83156422764469,5,4,69.84458012122458,S
717,0,1,male,42.31975121985654,3,5,8.2014649108287,S
718,1,2,male,24.681562362947385,5,3,71.33598226032588,S
719,0,3,female,32.74581407040366,2,5,70.51553938119163,Q
720,1,3,female,33.44401997388453,0,2,45.47264372269287,Q
721,1,3,female,30.84682659969019,4,1,93.69940726541729,S
722,1,1,female,27.696511822293893,5,6,14.937963208629746,S
723,1,2,female,19.311736630343905,4,3,128.24213423681164,Q
724,0,2,male,40.792632581820115,3,5,27.610782264140884,S
725,1,3,male,41.42161758212253,1,0,8.605338628058249,S
726,1,1,male,40.16608486157252,1,2,27.283608259354082,S
727,1,2,female,32.14066000937893,3,1,18.333056989934807,S
728,1,1,male,11.40430145836001,5,5,40.99319982982683,S
729,0,1,female,15.483286219379107,0,0,1.5035715278976776,S
730,1,2,male,23.588867569016863,0,3,16.157547044636484,S
731,1,3,female,18.76299832799615,5,4,6.575574022699488,S
732,1,1,female,21.148823128493838,5,6,43.426110325206125,S
733,0,3,male,51.795014767812155,2,5,50.006758856248396,C
734,1,2,male,29.12038849208621,5,3,0.30894807561365906,S
735,0,3,male,15.136728798315382,0,2,64.00786964463174,S
736,0,1,male,34.2270040714232,1,2,3.0759750211862467,C
737,1,3,female,43.09862171220608,5,1,6.414862243472604,C
738,0,2,female,32.300668458019445,3,3,4.596734083936313,S
739,0,2,female,34.498069030277044,0,1,27.842137532487964,S
740,1,1,male,0.0,3,5,12.90326063075035,S
741,1,3,male,42.37563694626712,3,0,38.213217197071145,C
742,1,3,female,21.942421776411432,5,2,47.346373764047044,Q
743,0,3,female,24.199537575244108,1,2,9.074169322925597,S
744,1,3,female,37.50750165255804,2,5,13.117694974143577,C
745,1,2,female,24.161643322693067,1,5,8.97218472493013,S
746,1,3,female,24.247027941431266,3,1,68.56101320548876,S
747,1,1,female,66.03631956384129,1,2,30.035228204071508,S
748,1,2,female,38.90291271095147,3,2,12.081774118954872,S
749,1,3,male,26.843924294124477,4,6,5.1245012986357095,S
750,0,3,female,66.9108097039284,5,3,73.45966801414487,S
751,1,3,male,27.041354940750384,1,1,21.660129018501525,S
752,1,3,male,26.507993802363544,1,6,3.6343613508125716,S
753,1,2,male,21.930040947866836,1,1,2.7202733013690454,S
754,0,3,male,24.085024360442862,5,6,14.463738592316089,C
755,1,1,female,55.68628497422814,1,4,23.01952799563149,C
756,1,3,female,0.0,2,0,4.648001646079531,S
757,0,1,male,31.488635770968237,5,1,13.71430230400686,C
758,1,3,female,36.95724473432179,2,5,28.681666516270607,S
759,1,1,female,9.325242720911255,1,4,113.80353914651998,S
760,0,3,female,19.99559825263833,5,0,30.74647729278809,S
761,0,3,male,43.2021402921974,4,4,18.613943414381602,S
762,1,3,female,11.21832310030672,0,5,23.08051892722065,S
763,1,3,male,29.611525430901356,5,6,10.706655429362419,S
764,0,3,female,19.46953065844137,3,4,31.731849029133528,S
765,1,2,male,27.637948627263512,1,5,2.5466778963130823,Q
766,1,2,female,33.49932131311291,2,1,16.48057116225432,Q
767,0,2,male,47.01120631763311,4,2,14.306146147950471,S
768,1,1,male,54.24450159396207,2,2,31.699604504035953,S
769,1,2,female,44.053531181176126,4,6,10.36681973410826,C
770,1,2,female,24.34275188512911,3,6,29.857848539764216,S
771,1,2,male,47.88231700233092,5,2,1.9402505119272635,C
772,1,2,female,19.419316996958145,0,3,12.474376366859689,C
773,1,1,male,31.883316016762645,3,2,16.42976402248165,S
774,0,3,female,35.63646194253909,4,2,23.71971110810443,C
775,1,3,female,29.536117597482892,5,3,41.368096702528206,S
776,0,3,female,24.205344439415608,1,3,22.140123675742796,S
777,1,3,female,6.1786283994175974,5,5,15.314260070328572,S
778,1,1,male,20.855258739747647,4,6,19.060486820470096,S
779,0,1,male,37.49881704616077,2,6,85.19347938561593,S
780,1,3,female,9.674603330575337,5,2,0.5361779176996984,S
781,1,3,female,32.122617493277325,0,2,64.1053192238545,S
782,1,2,female,63.82458667759505,2,4,14.94898440649322,S
783,1,1,male,19.576671397571662,1,6,0.1315745818062153,S
784,1,3,female,24.644978462691814,2,6,45.81799916341999,S
785,1,1,female,34.31794624434701,0,5,18.48584858448889,S
786,0,2,male,30.118582485637063,0,4,22.114720260692316,S
787,1,3,female,2.06575190979407,3,2,94.16954605277112,Q
788,1,3,female,38.45892706877271,0,1,2.513213586379388,Q
789,0,3,female,27.42295653784465,3,5,41.06849815673267,S
790,1,2,male,22.618608143263703,5,1,123.60811389080975,C
791,1,1,female,4.186980532632223,1,5,24.449852460785564,S
792,0,3,male,27.27173544993007,4,1,24.78196189966117,S
793,1,3,female,49.000515623878684,0,5,49.29255303701598,S
794,0,3,male,6.404760681493499,4,2,14.869042038845935,S
795,0,1,male,1.0927051253038371,0,2,3.418753614141022,S
796,0,3,male,30.578243414029068,0,5,12.615350715604347,S
797,0,2,female,34.48750668943897,2,0,37.55475541082421,Q
798,0,1,male,13.808136804678039,5,2,2.213036348026721,S
799,1,3,male,4.136557595151562,0,1,0.0998624116347987,S
800,1,3,female,39.492086424103626,1,6,43.46303374408627,Q
801,0,3,male,25.824086569529584,1,4,58.841284519647445,S
802,1,2,male,47.52258378429291,3,3,8.11467718670982,S
803,0,1,female,54.0609287561594,4,6,63.96230880156337,S
804,0,2,female,6.568633949610405,3,6,2.324784987252861,C
805,1,3,female,3.903441477472473,5,1,39.56448387668198,S
806,1,1,male,50.70656438342235,4,3,5.115298295526386,Q
807,1,1,male,61.5787459691719,3,5,36.91631268335933,C
808,1,2,female,25.768866282105098,3,1,13.32170736654694,C
809,1,1,female,11.854497095466733,2,4,4.885822033883719,S
810,1,3,male,19.841258895500076,0,1,75.79019258614294,S
811,0,2,female,19.970337854420222,5,1,18.242734215044738,S
812,1,3,female,35.28390814328925,4,4,4.857276554542602,Q
813,1,3,female,0.0,5,1,0.836894887104475,S
814,0,1,male,29.180256140894468,4,4,3.1992100976231628,S
815,1,3,female,11.716577759792578,2,5,32.81781642954778,S
816,1,2,male,39.22397666575749,0,1,4.8993983665724095,S
817,0,2,male,38.09529011564747,4,0,35.855843279963395,S
818,1,1,male,45.88351390068091,3,1,34.2195343871096,Q
819,0,3,female,53.10972973381898,2,1,15.442100613930505,S
820,0,3,female,27.793094570598452,3,2,4.629887222229685,C
821,1,3,male,21.944778500880595,2,0,29.56090834867747,S
822,1,2,female,15.32209112850965,2,1,20.49227846598167,C
823,1,3,female,38.15344059789211,0,0,22.33666266900974,S
824,1,1,male,8.145755904238971,0,4,3.5792575327290574,C
825,1,1,male,29.939909603141544,4,5,2.363265295887451,S
826,0,1,female,36.42594387002582,0,6,54.77136304950879,Q
827,0,3,male,18.430645565050234,0,4,67.53242425183728,S
828,0,3,female,10.959931597542596,4,2,57.432707212526985,S
829,1,1,female,21.61110524352381,5,5,0.20742836388299232,S
830,1,3,female,29.29014803317563,4,0,68.05175050771619,S
831,1,2,female,43.56141183628876,4,3,8.725912290675325,S
832,0,3,female,54.069733950552646,4,0,11.276827990352391,S
833,0,2,male,33.62338363323191,5,0,44.348809563134765,S
834,1,3,male,36.74461704916497,3,4,68.49340062187605,S
835,1,2,female,35.480128964486205,5,6,38.58037485669553,C
836,0,1,male,27.635249998184577,3,0,7.550164155551396,S
837,1,1,female,22.515195582458404,2,6,57.68963051472082,S
838,0,3,female,35.20737100884546,5,4,9.440626065845002,S
839,1,1,female,17.38077873439741,3,4,8.339514715537735,S
840,0,3,male,13.857673394066872,3,6,10.760273997439148,S
841,1,3,male,0.0,0,3,27.10902473124249,S
842,1,3,female,20.03725952072388,1,4,83.29570393425641,S
843,1,1,male,28.396278895079433,1,1,4.260858855899869,S
844,0,1,male,26.39819335419079,2,0,6.0305942066757865,C
845,1,2,female,29.426195004819068,0,1,39.382705402305746,S
846,1,1,male,24.41547140185923,0,4,3.174271386694636,S
847,1,3,female,12.867713546880257,2,6,0.7917203291510936,Q
848,1,1,female,16.253583814924472,0,4,49.64143193238527,S
849,1,3,female,32.09650139726794,3,2,49.37825775032701,S
850,1,2,female,12.499931741965117,1,5,10.700688360876098,S
851,0,3,male,20.7325726987138,3,6,29.473408755541854,S
852,1,3,male,50.60387089217279,3,4,79.37488955233914,S
853,0,3,female,23.58571343416761,4,3,71.53421341020282,C
854,1,3,male,29.15832282386713,0,5,20.871862025555057,C
855,0,1,male,58.84718031632001,4,4,30.57014285464229,S
856,1,3,male,44.82392496545374,5,3,2.859303312308409,Q
857,1,1,male,33.989484546150635,2,0,79.99475529236112,S
858,1,1,male,51.02544565024665,3,1,56.24661219327138,Q
859,1,1,female,38.50252095052997,4,3,25.76215801613301,S
860,1,1,male,23.32366012556864,3,3,46.029807910076016,S
861,1,3,male,13.545206173308724,3,4,0.5259969711511516,S
862,0,3,male,19.082031272501933,2,6,45.85996763960686,S
863,1,1,male,35.557355619876944,2,1,2.550326124356709,S
864,1,3,female,5.710449212774872,1,5,20.153465366429867,S
865,1,1,female,63.62890194564153,3,2,28.30817525048382,C
866,1,3,female,36.00258487970932,0,0,56.778540158877924,S
867,0,1,female,39.51367283283196,4,3,54.79444648130408,S
868,0,2,male,37.82157670010514,3,5,10.247229386587597,C
869,1,3,male,19.550665510113852,5,4,77.70577413570383,S
870,1,3,male,23.163982891090846,1,4,39.89887160253017,S
871,0,3,male,25.08588190175666,3,1,4.0872525853909565,S
872,0,2,male,24.21702462409359,5,2,5.004495250395124,C
873,1,3,female,0.0,0,5,5.270915331770153,Q
874,1,3,female,21.008194342606828,4,3,143.45760825695754,S
875,1,1,female,15.180713910301712,4,6,16.982287599750357,C
876,1,1,male,43.05040315840789,3,1,25.346517283347023,S
877,1,2,female,34.060201755395376,5,6,1.4520194775066144,S
878,1,2,female,16.850496463248533,2,3,34.38615350660573,Q
879,1,2,female,18.508848863644076,3,4,10.947798736534459,S
880,1,3,male,12.09703134891182,1,3,40.423992446545654,C
881,0,2,male,18.674771269200278,2,2,2.026534802853311,C
882,0,3,female,17.962801035684016,1,3,15.796253042930509,S
883,1,1,male,42.04400004182434,2,0,37.52595123656207,S
884,0,1,male,44.99058385709563,3,4,48.30634764169837,S
885,1,3,female,12.239339460743707,0,3,17.497176972115962,S
886,0,3,male,22.25547137983576,2,3,2.753961191056304,C
887,1,3,female,20.09096431726946,5,4,1.4959285639726434,S
888,0,3,male,51.98009279383858,2,2,68.72475476109786,S
889,1,3,female,39.854452541492435,3,1,58.51685144342947,S
890,1,1,female,45.97755193644244,5,3,89.61054941688192,Q
