id,age,workclass,education,education_num,marital_status,occupation,hours_per_week,capital_gain,capital_loss,income
378,48,Private,Doctorate,18,Married,Exec-managerial,39,0,0,>50K
379,45,State-gov,Assoc,11,Married,Machine-op,54,0,0,<=50K
380,43,Self-emp,Bachelors,13,Married,Machine-op,46,0,0,<=50K
381,42,Private,Bachelors,13,Married,Craft-repair,20,25000,0,>50K
382,35,Private,Masters,15,Never-married,Prof-specialty,50,5000,0,>50K
383,29,Local-gov,Some-college,10,Married,Craft-repair,38,0,1500,<=50K
384,47,Private,9th,6,Divorced,Other-service,27,0,0,<=50K
385,44,Local-gov,Bachelors,13,Divorced,Prof-specialty,56,0,0,>50K
386,57,Private,HS-grad,9,Divorced,Other-service,47,0,0,<=50K
387,61,State-gov,Some-college,10,Married,Exec-managerial,51,0,0,>50K
388,27,Private,HS-grad,9,Never-married,Craft-repair,32,0,0,<=50K
389,27,State-gov,Assoc,11,Divorced,Sales,56,0,0,>50K
390,41,Private,HS-grad,9,Never-married,Other-service,46,0,0,<=50K
391,50,Local-gov,Bachelors,13,Married,Exec-managerial,26,15000,0,>50K
392,33,Private,HS-grad,9,Married,Machine-op,34,0,0,<=50K
393,43,Private,HS-grad,9,Married,Other-service,45,0,0,<=50K
394,42,Local-gov,Assoc,11,Widowed,Machine-op,35,0,0,<=50K
395,46,Private,Some-college,10,Married,Sales,51,0,0,>50K
396,36,Private,HS-grad,9,Never-married,Tech-support,39,0,0,<=50K
397,28,Private,9th,6,Divorced,Craft-repair,35,0,0,>50K
398,41,Local-gov,Assoc,11,Never-married,Prof-specialty,33,0,0,>50K
399,19,Self-emp,Some-college,10,Married,Craft-repair,24,0,0,>50K
400,48,Private,Masters,15,Divorced,Sales,39,0,0,>50K
401,41,Private,Some-college,10,Widowed,Tech-support,47,0,0,<=50K
402,34,Private,9th,6,Married,Craft-repair,54,0,0,<=50K
403,36,Private,Assoc,11,Divorced,Prof-specialty,26,0,0,<=50K
404,54,Self-emp,11th,8,Married,Exec-managerial,43,0,0,>50K
405,41,Private,Assoc,11,Married,Prof-specialty,48,0,0,>50K
406,54,State-gov,11th,8,Never-married,Exec-managerial,34,0,0,<=50K
407,46,Local-gov,11th,8,Married,Craft-repair,41,0,0,<=50K
408,34,Self-emp,Bachelors,13,Married,Exec-managerial,47,0,0,>50K
409,55,Federal-gov,HS-grad,9,Never-married,Tech-support,12,0,0,<=50K
410,22,Private,Bachelors,13,Married,Sales,46,0,0,<=50K
411,50,Private,Some-college,10,Married,Sales,56,0,2000,>50K
412,27,Private,HS-grad,9,Divorced,Tech-support,39,0,0,<=50K
413,46,Self-emp,Bachelors,13,Divorced,Sales,58,0,0,>50K
414,23,Private,Assoc,11,Married,Craft-repair,34,0,0,<=50K
415,35,Private,Some-college,10,Married,Exec-managerial,51,0,0,<=50K
416,42,Self-emp,Some-college,10,Married,Exec-managerial,26,0,0,<=50K
417,27,Self-emp,HS-grad,9,Never-married,Exec-managerial,44,0,0,>50K
418,43,Federal-gov,Some-college,10,Never-married,Craft-repair,37,0,0,<=50K
419,40,State-gov,Bachelors,13,Never-married,Other-service,30,0,0,<=50K
420,34,Private,9th,6,Divorced,Machine-op,45,0,0,<=50K
421,37,Private,11th,8,Married,Farming-fishing,26,25000,0,>50K
422,48,Self-emp,Bachelors,13,Married,Other-service,50,0,0,<=50K
423,36,Self-emp,Bachelors,13,Never-married,Prof-specialty,60,0,0,>50K
424,58,Private,Some-college,10,Never-married,Machine-op,38,0,0,<=50K
425,47,Private,HS-grad,9,Married,Other-service,48,0,0,>50K
426,41,Self-emp,HS-grad,9,Never-married,Prof-specialty,45,0,0,>50K
427,53,State-gov,Masters,15,Married,Sales,41,0,0,<=50K
428,35,Private,HS-grad,9,Married,Sales,34,10000,0,<=50K
429,24,Private,Some-college,10,Married,Prof-specialty,46,0,0,>50K
430,31,Self-emp,Some-college,10,Married,Craft-repair,17,0,0,<=50K
431,33,State-gov,11th,8,Widowed,Prof-specialty,30,0,0,<=50K
432,20,Private,HS-grad,9,Married,Sales,37,0,0,<=50K
433,42,Private,HS-grad,9,Never-married,Exec-managerial,47,0,0,<=50K
434,53,Private,Assoc,11,Divorced,Sales,38,0,0,>50K
435,30,Private,Assoc,11,Divorced,Prof-specialty,36,0,0,<=50K
436,38,Private,Assoc,11,Divorced,Exec-managerial,25,0,0,<=50K
437,17,Private,9th,6,Never-married,Tech-support,55,0,0,<=50K
438,39,Self-emp,HS-grad,9,Married,Farming-fishing,51,7500,0,>50K
439,41,Private,11th,8,Widowed,Exec-managerial,29,5000,0,>50K
440,39,Private,11th,8,Never-married,Prof-specialty,37,0,0,<=50K
441,17,Private,11th,8,Married,Craft-repair,30,0,0,<=50K
442,45,Private,Bachelors,13,Divorced,Craft-repair,22,0,0,>50K
443,31,Private,11th,8,Married,Craft-repair,51,0,0,<=50K
444,54,State-gov,HS-grad,9,Married,Sales,34,0,0,<=50K
445,41,Private,9th,6,Married,Craft-repair,44,0,0,<=50K
446,39,Local-gov,11th,8,Married,Exec-managerial,44,0,0,>50K
447,31,Private,Some-college,10,Married,Machine-op,42,0,0,<=50K
448,21,Private,HS-grad,9,Married,Other-service,32,0,0,<=50K
449,23,Private,Bachelors,13,Never-married,Craft-repair,35,0,0,<=50K
450,19,Private,Assoc,11,Widowed,Exec-managerial,43,0,0,>50K
451,41,Self-emp,HS-grad,9,Married,Prof-specialty,47,0,0,<=50K
452,49,Private,Bachelors,13,Married,Machine-op,46,0,0,>50K
453,36,State-gov,Some-college,10,Married,Sales,43,0,0,>50K
454,37,Local-gov,HS-grad,9,Married,Machine-op,44,0,0,<=50K
455,29,Federal-gov,9th,6,Married,Other-service,49,0,0,<=50K
456,22,Private,Some-college,10,Married,Exec-managerial,46,0,0,>50K
457,44,Private,HS-grad,9,Never-married,Tech-support,42,0,0,<=50K
458,32,Private,Bachelors,13,Widowed,Exec-managerial,33,0,0,>50K
459,37,Private,9th,6,Married,Craft-repair,48,5000,0,>50K
460,30,Private,Assoc,11,Married,Prof-specialty,51,5000,0,>50K
461,25,State-gov,HS-grad,9,Married,Tech-support,50,0,0,>50K
462,31,Private,Bachelors,13,Divorced,Exec-managerial,47,0,0,<=50K
463,47,Private,Some-college,10,Married,Sales,31,0,0,<=50K
464,42,Local-gov,Bachelors,13,Never-married,Exec-managerial,26,0,0,>50K
465,61,Private,9th,6,Married,Other-service,30,0,0,<=50K
466,45,State-gov,HS-grad,9,Never-married,Craft-repair,36,0,0,<=50K
467,45,State-gov,HS-grad,9,Never-married,Other-service,50,0,0,<=50K
468,34,Federal-gov,HS-grad,9,Widowed,Farming-fishing,37,0,0,>50K
469,52,Private,Some-college,10,Married,Craft-repair,42,0,0,>50K
470,53,Private,Masters,15,Married,Machine-op,42,0,0,<=50K
471,47,Private,Bachelors,13,Never-married,Exec-managerial,32,0,0,>50K
472,33,Self-emp,Some-college,10,Married,Other-service,49,0,0,<=50K
473,50,Private,Assoc,11,Never-married,Prof-specialty,31,0,0,<=50K
474,52,Private,Assoc,11,Married,Craft-repair,43,0,0,>50K
475,34,Private,HS-grad,9,Never-married,Prof-specialty,39,0,0,<=50K
476,31,Self-emp,Masters,15,Never-married,Machine-op,30,0,0,>50K
477,28,Private,Some-college,10,Married,Farming-fishing,40,0,0,<=50K
478,26,Private,Assoc,11,Divorced,Machine-op,51,0,0,>50K
479,37,Private,HS-grad,9,Never-married,Other-service,42,0,0,<=50K
480,54,Self-emp,HS-grad,9,Never-married,Exec-managerial,26,0,0,<=50K
481,29,Private,Assoc,11,Married,Exec-managerial,43,7500,0,>50K
482,54,Federal-gov,Some-college,10,Married,Tech-support,41,0,0,>50K
483,18,Private,11th,8,Never-married,Exec-managerial,56,0,0,<=50K
484,57,State-gov,Doctorate,18,Married,Machine-op,12,0,0,>50K
485,60,Self-emp,HS-grad,9,Never-married,Prof-specialty,29,0,0,<=50K
486,53,Local-gov,Bachelors,13,Married,Other-service,51,0,0,<=50K
487,66,State-gov,HS-grad,9,Never-married,Farming-fishing,28,0,0,<=50K
488,53,Private,11th,8,Never-married,Prof-specialty,65,0,0,>50K
489,53,Private,Some-college,10,Married,Sales,45,0,0,>50K
490,59,Private,Some-college,10,Married,Exec-managerial,46,0,0,>50K
491,48,Private,HS-grad,9,Never-married,Other-service,37,0,0,<=50K
492,26,Local-gov,Some-college,10,Married,Farming-fishing,57,0,0,<=50K
493,44,Private,11th,8,Married,Prof-specialty,40,0,0,<=50K
494,24,Private,Bachelors,13,Married,Craft-repair,21,0,0,>50K
495,32,Local-gov,Masters,15,Married,Farming-fishing,41,0,0,<=50K
496,57,Private,HS-grad,9,Never-married,Craft-repair,59,0,0,<=50K
497,67,State-gov,Some-college,10,Married,Machine-op,53,0,0,<=50K
498,50,Private,HS-grad,9,Never-married,Exec-managerial,41,0,0,<=50K
499,45,State-gov,11th,8,Married,Prof-specialty,56,0,0,>50K
500,41,Private,Bachelors,13,Widowed,Exec-managerial,38,0,1000,>50K
501,17,Federal-gov,9th,6,Divorced,Exec-managerial,29,0,0,<=50K
502,49,Private,HS-grad,9,Married,Sales,36,0,2000,<=50K
503,40,State-gov,HS-grad,9,Never-married,Craft-repair,33,5000,0,<=50K
504,30,Private,11th,8,Never-married,Farming-fishing,31,0,0,<=50K
505,37,Private,9th,6,Married,Tech-support,41,0,0,<=50K
506,30,State-gov,Some-college,10,Married,Prof-specialty,50,7500,0,>50K
507,32,Private,HS-grad,9,Married,Craft-repair,26,0,0,<=50K
508,39,Private,11th,8,Married,Prof-specialty,27,0,0,>50K
509,41,Self-emp,9th,6,Divorced,Machine-op,25,0,0,<=50K
510,37,Private,Some-college,10,Never-married,Sales,39,0,0,<=50K
511,51,Private,9th,6,Married,Prof-specialty,16,0,0,<=50K
512,34,Private,HS-grad,9,Never-married,Farming-fishing,39,0,0,<=50K
513,26,Private,11th,8,Never-married,Machine-op,22,0,0,<=50K
514,49,Private,HS-grad,9,Married,Other-service,39,0,0,<=50K
515,39,Private,HS-grad,9,Married,Farming-fishing,40,0,0,<=50K
516,54,Private,Some-college,10,Divorced,Machine-op,30,0,0,<=50K
517,28,Private,Some-college,10,Married,Prof-specialty,44,0,0,>50K
518,26,Private,HS-grad,9,Divorced,Machine-op,57,0,0,<=50K
519,31,Self-emp,Some-college,10,Married,Sales,27,0,0,<=50K
520,37,Self-emp,Some-college,10,Never-married,Other-service,26,5000,0,<=50K
521,39,Private,Assoc,11,Married,Exec-managerial,38,0,0,>50K
522,17,State-gov,11th,8,Married,Exec-managerial,33,0,0,<=50K
523,36,Private,HS-grad,9,Never-married,Exec-managerial,43,0,0,<=50K
524,27,Private,Some-college,10,Never-married,Craft-repair,36,0,0,<=50K
525,52,Local-gov,Some-college,10,Never-married,Sales,23,0,0,<=50K
526,45,Private,Some-college,10,Married,Prof-specialty,33,2000,0,>50K
527,19,Private,HS-grad,9,Divorced,Tech-support,41,0,0,<=50K
528,37,Self-emp,Assoc,11,Married,Farming-fishing,50,0,0,<=50K
529,47,Private,HS-grad,9,Divorced,Sales,35,0,0,<=50K
530,39,Self-emp,HS-grad,9,Married,Other-service,52,0,0,>50K
531,46,Private,Bachelors,13,Married,Other-service,42,0,0,<=50K
532,43,Local-gov,Some-college,10,Never-married,Prof-specialty,30,0,0,<=50K
533,55,Private,HS-grad,9,Never-married,Exec-managerial,48,0,0,<=50K
534,56,State-gov,Bachelors,13,Never-married,Farming-fishing,32,0,0,<=50K
535,38,Private,HS-grad,9,Never-married,Machine-op,31,0,0,<=50K
536,31,Self-emp,Masters,15,Married,Sales,44,0,0,>50K
537,25,Private,Bachelors,13,Divorced,Exec-managerial,40,0,0,>50K
538,54,Local-gov,Masters,15,Never-married,Machine-op,48,0,0,<=50K
539,49,Private,Bachelors,13,Never-married,Tech-support,52,0,0,<=50K
540,34,Private,Bachelors,13,Married,Exec-managerial,51,0,0,>50K
541,27,State-gov,Bachelors,13,Married,Exec-managerial,65,0,0,>50K
542,26,State-gov,Assoc,11,Never-married,Craft-repair,55,0,1000,<=50K
543,50,Private,Assoc,11,Married,Machine-op,35,0,0,>50K
544,37,Private,HS-grad,9,Married,Exec-managerial,41,0,0,<=50K
545,30,Private,Some-college,10,Married,Machine-op,38,0,0,<=50K
546,55,State-gov,Bachelors,13,Married,Exec-managerial,36,0,2000,>50K
547,17,Self-emp,Doctorate,18,Married,Farming-fishing,41,0,0,>50K
548,34,Private,9th,6,Divorced,Machine-op,25,0,0,<=50K
549,43,Private,11th,8,Married,Sales,41,0,0,<=50K
550,31,Private,Doctorate,18,Never-married,Tech-support,43,0,500,>50K
551,37,Local-gov,Assoc,11,Divorced,Machine-op,30,0,0,<=50K
552,39,Private,Bachelors,13,Never-married,Prof-specialty,34,0,0,>50K
553,35,State-gov,HS-grad,9,Married,Machine-op,50,0,0,>50K
554,40,Private,HS-grad,9,Never-married,Exec-managerial,27,0,0,>50K
555,42,State-gov,HS-grad,9,Married,Farming-fishing,58,0,0,<=50K
556,26,Private,9th,6,Married,Tech-support,50,0,0,<=50K
557,37,Local-gov,HS-grad,9,Married,Craft-repair,25,0,0,<=50K
558,39,Private,Bachelors,13,Widowed,Prof-specialty,53,0,0,>50K
559,66,Local-gov,HS-grad,9,Married,Machine-op,26,0,0,>50K
560,28,Private,Bachelors,13,Never-married,Exec-managerial,43,0,0,>50K
561,50,State-gov,11th,8,Married,Prof-specialty,51,0,0,>50K
562,33,Private,Bachelors,13,Married,Prof-specialty,65,0,0,>50K
563,48,Self-emp,Masters,15,Divorced,Prof-specialty,45,0,0,<=50K
564,53,Self-emp,Some-college,10,Never-married,Craft-repair,44,0,0,<=50K
565,48,Self-emp,Some-college,10,Married,Other-service,41,0,0,>50K
566,17,Private,HS-grad,9,Never-married,Craft-repair,34,5000,0,<=50K
567,40,Private,HS-grad,9,Never-married,Exec-managerial,33,0,0,<=50K
568,25,Private,Masters,15,Never-married,Farming-fishing,39,0,0,<=50K
569,52,Self-emp,Some-college,10,Never-married,Exec-managerial,41,0,0,>50K
570,56,Private,Masters,15,Married,Prof-specialty,32,0,1500,<=50K
571,19,State-gov,11th,8,Married,Other-service,39,0,0,<=50K
572,33,State-gov,Some-college,10,Never-married,Craft-repair,45,0,0,<=50K
573,45,Federal-gov,Bachelors,13,Married,Sales,44,0,1000,>50K
574,31,Private,Assoc,11,Married,Other-service,38,0,0,<=50K
575,46,Private,HS-grad,9,Never-married,Other-service,31,0,0,<=50K
576,37,Private,Bachelors,13,Married,Other-service,46,0,0,<=50K
577,35,Private,9th,6,Widowed,Sales,36,0,0,<=50K
578,23,Local-gov,Some-college,10,Married,Other-service,41,0,0,<=50K
579,55,Private,Bachelors,13,Never-married,Sales,25,0,0,<=50K
580,31,State-gov,HS-grad,9,Divorced,Tech-support,13,0,0,<=50K
581,35,Private,Assoc,11,Married,Prof-specialty,25,0,0,>50K
582,37,Self-emp,Bachelors,13,Married,Craft-repair,37,0,0,>50K
583,39,Private,11th,8,Married,Exec-managerial,48,0,0,<=50K
584,65,Private,HS-grad,9,Married,Farming-fishing,54,0,0,<=50K
585,45,Private,Assoc,11,Married,Prof-specialty,55,0,0,>50K
586,42,Private,Bachelors,13,Never-married,Tech-support,17,0,0,<=50K
587,17,Self-emp,HS-grad,9,Divorced,Farming-fishing,34,0,0,<=50K
588,17,Federal-gov,9th,6,Married,Other-service,36,0,0,<=50K
589,39,Self-emp,HS-grad,9,Married,Craft-repair,45,2000,0,>50K
590,48,Private,Doctorate,18,Married,Machine-op,34,0,0,>50K
591,58,Private,Masters,15,Never-married,Exec-managerial,31,0,0,>50K
592,33,Self-emp,HS-grad,9,Married,Machine-op,49,0,0,>50K
593,48,Private,Some-college,10,Divorced,Other-service,70,0,0,>50K
594,29,Private,HS-grad,9,Never-married,Exec-managerial,34,0,0,<=50K
595,36,Private,Some-college,10,Never-married,Other-service,35,0,0,<=50K
596,53,Self-emp,9th,6,Married,Machine-op,41,0,1000,<=50K
597,32,State-gov,Some-college,10,Divorced,Prof-specialty,55,0,0,<=50K
598,48,Private,HS-grad,9,Married,Craft-repair,52,0,0,<=50K
599,37,Private,HS-grad,9,Widowed,Exec-managerial,37,0,0,<=50K
600,33,Self-emp,9th,6,Never-married,Craft-repair,56,0,0,<=50K
601,40,State-gov,HS-grad,9,Divorced,Exec-managerial,30,0,0,>50K
602,41,Private,Masters,15,Never-married,Sales,44,0,0,<=50K
603,47,Private,HS-grad,9,Never-married,Sales,48,0,0,<=50K
604,54,Private,Bachelors,13,Never-married,Farming-fishing,34,0,0,<=50K
605,31,Self-emp,Some-college,10,Married,Exec-managerial,55,15000,0,>50K
606,57,Private,Masters,15,Divorced,Prof-specialty,27,0,1000,>50K
607,27,Local-gov,HS-grad,9,Married,Tech-support,59,0,0,>50K
608,37,Federal-gov,HS-grad,9,Married,Farming-fishing,35,0,0,<=50K
609,43,Private,Some-college,10,Married,Farming-fishing,43,0,0,<=50K
610,38,Private,Some-college,10,Married,Machine-op,52,0,0,>50K
611,30,Federal-gov,Some-college,10,Never-married,Craft-repair,40,0,0,<=50K
612,35,Private,Bachelors,13,Married,Exec-managerial,37,0,0,>50K
613,36,Federal-gov,Some-college,10,Never-married,Machine-op,45,0,0,<=50K
614,42,Private,HS-grad,9,Never-married,Tech-support,34,0,0,>50K
615,69,Private,9th,6,Married,Tech-support,32,0,0,>50K
616,55,Private,HS-grad,9,Divorced,Machine-op,13,0,0,<=50K
617,17,Private,Masters,15,Never-married,Prof-specialty,46,0,0,<=50K
618,40,Private,HS-grad,9,Married,Prof-specialty,33,0,0,>50K
619,35,Federal-gov,Masters,15,Married,Prof-specialty,34,0,1000,>50K
620,41,Self-emp,Some-college,10,Divorced,Other-service,44,5000,0,<=50K
621,53,Federal-gov,HS-grad,9,Married,Prof-specialty,49,0,0,>50K
622,71,Private,Some-college,10,Married,Prof-specialty,39,0,0,>50K
623,55,Private,HS-grad,9,Married,Craft-repair,33,0,0,<=50K
624,43,Private,Bachelors,13,Never-married,Exec-managerial,55,0,0,>50K
625,17,Federal-gov,Some-college,10,Divorced,Exec-managerial,46,0,0,>50K
626,60,Private,11th,8,Married,Craft-repair,46,0,0,<=50K
627,29,State-gov,Masters,15,Married,Sales,26,0,0,>50K
628,51,Private,9th,6,Married,Sales,30,0,0,>50K
629,25,Private,Masters,15,Married,Craft-repair,33,0,0,<=50K
630,49,Local-gov,Some-college,10,Never-married,Other-service,27,25000,0,<=50K
631,29,Self-emp,Bachelors,13,Married,Sales,23,0,0,<=50K
632,19,Private,Bachelors,13,Never-married,Other-service,39,0,0,<=50K
633,24,State-gov,Bachelors,13,Married,Craft-repair,40,0,0,>50K
634,21,Private,11th,8,Married,Tech-support,31,0,0,>50K
635,47,Federal-gov,Bachelors,13,Never-married,Exec-managerial,25,0,0,>50K
636,53,Private,HS-grad,9,Married,Prof-specialty,67,15000,0,>50K
637,28,Private,Assoc,11,Married,Tech-support,46,0,0,<=50K
638,33,Private,Some-college,10,Never-married,Craft-repair,41,0,0,<=50K
639,19,State-gov,Some-college,10,Married,Tech-support,50,0,0,>50K
640,49,Private,Bachelors,13,Never-married,Machine-op,33,0,0,>50K
641,32,Federal-gov,HS-grad,9,Never-married,Prof-specialty,22,0,0,<=50K
642,23,State-gov,Some-college,10,Never-married,Other-service,49,0,0,<=50K
643,22,Private,Bachelors,13,Never-married,Craft-repair,46,0,0,<=50K
644,45,Self-emp,Masters,15,Divorced,Exec-managerial,6,0,0,>50K
645,45,Self-emp,Doctorate,18,Never-married,Exec-managerial,54,0,0,>50K
646,48,Private,Some-college,10,Never-married,Other-service,43,0,0,<=50K
647,36,Private,Some-college,10,Divorced,Machine-op,38,0,0,<=50K
648,47,Private,Masters,15,Widowed,Other-service,38,0,0,<=50K
649,25,Private,HS-grad,9,Married,Exec-managerial,52,7500,0,>50K
650,37,Private,11th,8,Married,Machine-op,50,0,0,<=50K
651,43,Private,11th,8,Divorced,Machine-op,22,0,1000,<=50K
652,60,Private,Some-college,10,Married,Other-service,54,0,0,>50K
653,33,Federal-gov,HS-grad,9,Never-married,Prof-specialty,26,0,0,<=50K
654,38,Private,Bachelors,13,Married,Other-service,45,0,0,<=50K
655,51,Private,Bachelors,13,Married,Tech-support,27,0,0,>50K
656,51,Private,Bachelors,13,Never-married,Other-service,21,0,0,<=50K
657,47,Private,9th,6,Married,Tech-support,39,0,0,<=50K
658,47,Private,Some-college,10,Never-married,Craft-repair,47,5000,0,>50K
659,50,Private,Some-college,10,Never-married,Exec-managerial,40,0,0,>50K
660,28,Private,HS-grad,9,Widowed,Sales,51,0,0,<=50K
661,18,State-gov,HS-grad,9,Divorced,Exec-managerial,44,0,0,>50K
662,47,Self-emp,HS-grad,9,Never-married,Sales,39,0,0,<=50K
663,36,Local-gov,HS-grad,9,Never-married,Prof-specialty,29,0,0,<=50K
664,32,Self-emp,Some-college,10,Married,Other-service,51,0,0,>50K
665,38,State-gov,Some-college,10,Divorced,Farming-fishing,33,0,0,<=50K
666,48,Private,Bachelors,13,Divorced,Craft-repair,32,0,0,>50K
667,17,Local-gov,Masters,15,Divorced,Exec-managerial,33,0,0,>50K
668,37,Private,Masters,15,Married,Other-service,39,0,0,<=50K
669,37,Self-emp,HS-grad,9,Divorced,Exec-managerial,36,0,0,<=50K
670,27,Private,Bachelors,13,Never-married,Machine-op,42,0,0,<=50K
671,50,Federal-gov,Masters,15,Married,Machine-op,26,0,0,>50K
672,31,Private,Bachelors,13,Married,Tech-support,36,0,0,>50K
673,23,Private,Doctorate,18,Divorced,Sales,60,2000,0,>50K
674,50,Private,HS-grad,9,Married,Tech-support,47,0,0,>50K
675,55,Private,11th,8,Married,Sales,32,2000,0,<=50K
676,56,Self-emp,Bachelors,13,Married,Prof-specialty,36,0,0,>50K
677,29,Local-gov,HS-grad,9,Married,Exec-managerial,32,0,0,>50K
678,35,Local-gov,HS-grad,9,Never-married,Tech-support,51,0,0,<=50K
679,35,Private,Assoc,11,Married,Other-service,40,0,0,<=50K
680,21,Private,Some-college,10,Divorced,Craft-repair,44,0,0,<=50K
681,31,Private,HS-grad,9,Married,Sales,61,0,0,<=50K
682,74,State-gov,Bachelors,13,Married,Other-service,33,0,0,<=50K
683,36,Private,Masters,15,Married,Farming-fishing,24,0,0,<=50K
684,25,Private,11th,8,Married,Craft-repair,41,0,0,<=50K
685,34,Federal-gov,Assoc,11,Married,Prof-specialty,27,7500,0,>50K
686,47,Private,Masters,15,Never-married,Prof-specialty,22,0,0,>50K
687,48,Self-emp,Bachelors,13,Never-married,Sales,52,0,0,>50K
688,58,Self-emp,HS-grad,9,Never-married,Sales,32,0,0,<=50K
689,37,Private,9th,6,Married,Machine-op,42,0,0,<=50K
690,45,Private,Some-college,10,Never-married,Sales,53,0,0,>50K
691,46,Private,Bachelors,13,Married,Machine-op,38,0,0,<=50K
692,31,Local-gov,Bachelors,13,Never-married,Farming-fishing,46,2000,0,>50K
693,41,Private,Some-college,10,Never-married,Other-service,39,5000,0,<=50K
694,17,Private,11th,8,Married,Prof-specialty,63,0,0,>50K
695,44,Private,Bachelors,13,Married,Exec-managerial,29,0,0,>50K
696,41,Private,Bachelors,13,Divorced,Farming-fishing,32,0,0,<=50K
697,31,Private,Some-college,10,Never-married,Craft-repair,44,0,0,<=50K
698,46,Private,Assoc,11,Never-married,Prof-specialty,35,0,0,<=50K
699,47,Private,Assoc,11,Divorced,Exec-managerial,26,0,0,>50K
700,36,Private,Assoc,11,Married,Exec-managerial,28,0,0,>50K
701,39,Federal-gov,Some-college,10,Married,Machine-op,48,0,0,<=50K
702,54,State-gov,HS-grad,9,Married,Craft-repair,39,0,0,<=50K
703,38,Private,11th,8,Never-married,Farming-fishing,56,0,0,<=50K
704,17,Private,HS-grad,9,Married,Prof-specialty,35,0,0,<=50K
705,37,Private,HS-grad,9,Married,Other-service,44,0,0,<=50K
706,38,Local-gov,HS-grad,9,Married,Exec-managerial,36,0,0,<=50K
707,34,State-gov,HS-grad,9,Married,Sales,44,0,0,>50K
708,38,Private,HS-grad,9,Divorced,Farming-fishing,25,0,0,<=50K
709,17,Local-gov,Assoc,11,Widowed,Sales,43,0,0,<=50K
710,39,Private,HS-grad,9,Never-married,Craft-repair,56,0,0,<=50K
711,36,Federal-gov,Some-college,10,Divorced,Craft-repair,30,0,0,<=50K
712,42,Private,Some-college,10,Married,Prof-specialty,44,0,0,>50K
713,30,Private,HS-grad,9,Never-married,Other-service,40,0,0,<=50K
714,35,Private,HS-grad,9,Married,Sales,42,0,0,<=50K
715,32,State-gov,Some-college,10,Married,Prof-specialty,41,0,0,>50K
716,50,Private,11th,8,Widowed,Tech-support,21,0,0,<=50K
717,29,Private,Assoc,11,Married,Other-service,35,0,0,<=50K
718,32,State-gov,HS-grad,9,Never-married,Other-service,33,0,0,<=50K
719,29,Federal-gov,HS-grad,9,Married,Craft-repair,42,5000,0,>50K
720,25,Federal-gov,11th,8,Never-married,Prof-specialty,48,0,500,<=50K
721,47,Private,HS-grad,9,Never-married,Prof-specialty,50,0,0,<=50K
722,32,Self-emp,Masters,15,Married,Exec-managerial,54,0,0,>50K
723,56,State-gov,Bachelors,13,Divorced,Exec-managerial,54,0,0,>50K
724,46,Private,Bachelors,13,Married,Tech-support,55,0,0,>50K
725,53,Self-emp,Assoc,11,Divorced,Exec-managerial,15,0,0,<=50K
726,39,Federal-gov,11th,8,Never-married,Prof-specialty,53,0,0,<=50K
727,40,Self-emp,Assoc,11,Never-married,Sales,31,0,0,<=50K
728,42,Local-gov,Assoc,11,Never-married,Prof-specialty,53,0,0,<=50K
729,38,Private,HS-grad,9,Widowed,Sales,45,0,0,<=50K
730,30,Local-gov,HS-grad,9,Married,Craft-repair,37,0,0,<=50K
731,25,Private,HS-grad,9,Married,Machine-op,17,0,0,<=50K
732,23,Private,Masters,15,Married,Prof-specialty,49,0,2000,>50K
733,26,Private,HS-grad,9,Married,Other-service,55,0,0,<=50K
734,34,Federal-gov,HS-grad,9,Never-married,Craft-repair,45,0,0,<=50K
735,58,State-gov,Assoc,11,Never-married,Other-service,34,0,0,<=50K
736,41,Private,Assoc,11,Never-married,Farming-fishing,41,0,1500,<=50K
737,49,Federal-gov,Some-college,10,Married,Farming-fishing,41,0,0,<=50K
738,18,Private,Some-college,10,Married,Sales,37,0,0,<=50K
739,45,Private,Masters,15,Divorced,Exec-managerial,50,15000,0,>50K
740,52,State-gov,Assoc,11,Married,Farming-fishing,54,0,0,<=50K
741,63,Local-gov,Some-college,10,Never-married,Craft-repair,29,0,0,<=50K
742,49,Private,Some-college,10,Divorced,Prof-specialty,38,0,0,>50K
743,33,Private,HS-grad,9,Married,Exec-managerial,40,0,0,>50K
744,34,State-gov,Bachelors,13,Married,Machine-op,31,0,0,<=50K
745,33,Self-emp,11th,8,Married,Craft-repair,30,0,0,<=50K
746,46,Private,Some-college,10,Never-married,Prof-specialty,31,0,0,<=50K
747,52,Private,Assoc,11,Never-married,Exec-managerial,51,0,0,>50K
748,17,Self-emp,9th,6,Never-married,Tech-support,33,0,0,<=50K
749,40,Private,Assoc,11,Widowed,Other-service,37,0,0,<=50K
750,63,State-gov,HS-grad,9,Never-married,Farming-fishing,38,0,0,<=50K
751,57,Private,Some-college,10,Married,Prof-specialty,37,0,0,<=50K
752,49,Private,HS-grad,9,Widowed,Exec-managerial,55,0,0,>50K
753,34,Private,11th,8,Married,Exec-managerial,43,0,0,<=50K
754,36,Private,Some-college,10,Widowed,Prof-specialty,50,0,0,<=50K
755,40,Private,Some-college,10,Never-married,Sales,37,0,0,<=50K
756,56,Private,Some-college,10,Married,Prof-specialty,47,0,0,>50K
757,47,Local-gov,Assoc,11,Never-married,Sales,43,0,0,<=50K
758,34,Private,Masters,15,Divorced,Craft-repair,31,5000,0,>50K
